entity_id,legacy_id,entity_class,entity_subtype,legacy_subtype,collections,preferred_name_el,preferred_name_en,ancient_name_grc,description_el,description_en,sanctuary_scope,sanctuary_setting,sanctuary_function_tags,ancient_region_authority_id,temporal_precision,location_certainty,record_confidence,review_state,translation_status,data_version,source_origin,last_reviewed,reviewer
colony-zancle-messana,colony-zancle-messana,settlement,polis,apoikia,colony,Ζάγκλη,Zancle,Ζάγκλη,"Ευβοϊκή αποικία στο στενό της Μεσσήνης, αργότερα γνωστή ως Μεσσήνη.","Euboean colony in the Straits of Messina, later known as Messina.",,,,region-sikelia,approximate,high,high,reviewed,machine_assisted_reviewed,1.0.0,archaios_ellinikos_kosmos_entities_v0_1.csv,2026-08-14,Codex-assisted normalization of user research
kingdom-alexander-empire,kingdom-alexander-empire,polity,empire,conquest_empire,kingdom,Αυτοκρατορία του Αλεξάνδρου,Empire of Alexander the Great,Ἀλέξανδρος βασιλεὺς Μακεδόνων,"Η μακεδονική μοναρχία του Αλεξάνδρου κατέλυσε την Αχαιμενιδική αυτοκρατορία και έφθασε ως τον Ινδό, χωρίς να αποκτήσει σταθερή ενιαία πρωτεύουσα.","Alexander's Macedonian monarchy overthrew the Achaemenid empire and reached as far as the Indus, without acquiring a fixed single capital.",,,,region-makedonia-aigyptos-kai-asia,exact,high,high,reviewed,machine_assisted_reviewed,1.0.0,archaios_ellinikos_kosmos_entities_v0_1.csv,2026-08-14,Codex-assisted normalization of user research
kingdom-athens-mycenaean,kingdom-athens-mycenaean,polity,palatial_state,mycenaean_palatial_polity_disputed,kingdom,Μυκηναϊκό κέντρο της Αθήνας,Mycenaean Athens Polity,Ἀθῆναι,"Η οχυρωμένη Ακρόπολη περιλάμβανε βασιλική κατοικία, αλλά η δομή και η έκταση ενός ανεξάρτητου αθηναϊκού ανακτορικού κράτους δεν τεκμηριώνονται όπως στην Πύλο.","The fortified Acropolis included a royal residence, but the structure and extent of an independent Athenian palatial state is not documented as at Pylos.",,,,region-attike,broad_range,high,high,reviewed,machine_assisted_reviewed,1.0.0,archaios_ellinikos_kosmos_entities_v0_1.csv,2026-08-14,Codex-assisted normalization of user research
kingdom-attalid-pergamon,kingdom-attalid-pergamon,polity,kingdom,dynastic_state_to_kingdom,kingdom,Βασίλειο της Περγάμου των Ατταλιδών,Attalid Kingdom of Pergamon,Βασιλεία τῶν Ἀτταλιδῶν,"Η δυναστική ηγεμονία άρχισε με τον Φιλέταιρο, ενώ ο Άτταλος Α΄ έλαβε επίσημα τον τίτλο του βασιλιά το 241 π.Χ.· ο Άτταλος Γ΄ κληροδότησε το κράτος στη Ρώμη.","The dynastic hegemony began with Philetairos, while Attalus I formally received the title of king in 241 BC; Attalus III bequeathed the state to Rome.",,,,region-mysia-kai-dytike-mikra-asia,mixed,high,medium,needs_review,machine_assisted_reviewed,1.0.0,archaios_ellinikos_kosmos_entities_v0_1.csv,2026-08-14,Codex-assisted normalization of user research
kingdom-bithynia,kingdom-bithynia,polity,kingdom,hellenistic_dynastic_kingdom,kingdom,Βασίλειο της Βιθυνίας,Kingdom of Bithynia,Βιθυνία,Ο Ζιποίτης έλαβε τον τίτλο του βασιλιά το 297 π.Χ. και οι διάδοχοί του κυβέρνησαν ένα ισχυρό μικρό βασίλειο μέχρι την κληροδότησή του στη Ρώμη.,"Zipoetes assumed the royal title in 297 BCE, and his successors ruled a powerful small kingdom until it was bequeathed to Rome.",,,,region-bithynia,exact,high,high,reviewed,machine_assisted_reviewed,1.0.0,archaios_ellinikos_kosmos_entities_v0_1.csv,2026-08-14,Codex-assisted normalization of user research
kingdom-bosporus-archaeanactid,kingdom-bosporus-archaeanactid,polity,kingdom,greco_scythian_dynastic_monarchy,kingdom,Βασίλειο του Κιμμερίου Βοσπόρου — Αρχαιανακτίδες,Bosporan Kingdom — Archaeanactid Phase,Βασίλειον τοῦ Κιμμερικοῦ Βοσπόρου,"Πρώιμη μοναρχική ενοποίηση ελληνικών πόλεων γύρω από τον πορθμό του Κερτς, μέσα σε μικτό ελληνοσκυθικό περιβάλλον.","Early monarchical unification of Greek cities around the strait of Kerch, in a mixed Greco-Scythian environment.",,,,region-kimmerios-bosporos,approximate,high,high,reviewed,machine_assisted_reviewed,1.0.0,archaios_ellinikos_kosmos_entities_v0_1.csv,2026-08-14,Codex-assisted normalization of user research
kingdom-bosporus-mithridatic,kingdom-bosporus-mithridatic,polity,dynastic_phase,pontic_bosporan_phase,kingdom,Βασίλειο του Κιμμερίου Βοσπόρου — Μιθριδατική φάση,Bosporan Kingdom — Mithridatic Phase,Βασίλειον τοῦ Κιμμερικοῦ Βοσπόρου,Ο Βόσπορος εντάχθηκε στη σφαίρα του Μιθριδάτη ΣΤ΄ και διοικήθηκε από μέλη ή αντιπροσώπους του ποντιακού οίκου έως την εξέγερση του Φαρνάκη.,Bosphorus was included in the sphere of Mithridates VI and was ruled by members or representatives of the Pontic house until the Pharnakes revolt.,,,,region-kimmerios-bosporos,approximate,high,high,reviewed,machine_assisted_reviewed,1.0.0,archaios_ellinikos_kosmos_entities_v0_1.csv,2026-08-14,Codex-assisted normalization of user research
kingdom-bosporus-spartocid,kingdom-bosporus-spartocid,polity,kingdom,greco_scythian_dynastic_monarchy,kingdom,Βασίλειο του Κιμμερίου Βοσπόρου — Σπαρτοκίδες,Bosporan Kingdom — Spartocid Phase,Βασίλειον τοῦ Κιμμερικοῦ Βοσπόρου,Μακρόβια ελληνοσκυθική μοναρχία με πρωτεύουσα το Παντικάπαιον και ισχυρό εμπόριο σιτηρών με το Αιγαίο· οι άρχοντες έφεραν διαφορετικούς τίτλους για ελληνικούς και μη ελληνικούς πληθυσμούς.,Long-lived Greco-Scythian monarchy with capital at Panticapaion and strong grain trade with the Aegean; lords bore different titles for Greek and non-Greek populations.,,,,region-kimmerios-bosporos,approximate,high,high,reviewed,machine_assisted_reviewed,1.0.0,archaios_ellinikos_kosmos_entities_v0_1.csv,2026-08-14,Codex-assisted normalization of user research
kingdom-cappadocia-ariarathid,kingdom-cappadocia-ariarathid,polity,kingdom,hellenistic_iranian_dynasty,kingdom,Βασίλειο της Καππαδοκίας των Αριαραθιδών,Ariarathid Kingdom of Cappadocia,Καππαδοκία,"Ιρανικής καταγωγής δυναστεία σε ελληνιστικό πολιτικό και πολιτισμικό περιβάλλον· η συνέχεια γνώρισε διακοπές, επεμβάσεις Σελευκιδών και Ποντίων και αμφισβητούμενες διαδοχές.","A dynasty of Iranian origin in a Hellenistic political and cultural environment; succession experienced interruptions, Seleucid and Pontic interventions, and disputed successions.",,,,region-kappadokia,approximate,high,high,reviewed,machine_assisted_reviewed,1.0.0,archaios_ellinikos_kosmos_entities_v0_1.csv,2026-08-14,Codex-assisted normalization of user research
kingdom-cappadocia-late-client,kingdom-cappadocia-late-client,polity,client_kingdom,hellenistic_roman_client_kingdom,kingdom,Ύστερο Βασίλειο της Καππαδοκίας,Late Kingdom of Cappadocia,Καππαδοκία,"Υστεροελληνιστική και ρωμαϊκή πελατειακή φάση, με επανειλημμένες εκθρονίσεις και αποκαταστάσεις, έως την προσάρτηση από τον Τιβέριο το 17 μ.Χ.","Late Hellenistic and Roman client phase, with repeated dethronements and restorations, until the annexation by Tiberius in 17 AD.",,,,region-kappadokia,mixed,high,medium,needs_review,machine_assisted_reviewed,1.0.0,archaios_ellinikos_kosmos_entities_v0_1.csv,2026-08-14,Codex-assisted normalization of user research
kingdom-commagene,kingdom-commagene,polity,kingdom,hybrid_hellenistic_kingdom,kingdom,Βασίλειο της Κομμαγηνής,Kingdom of Commagene,Κομμαγηνή,"Μικρό ελληνιστικό βασίλειο με ελληνικές, ιρανικές και αρμενικές παραδόσεις. Η ανεξαρτησία διακόπηκε το 17–38 μ.Χ. πριν από την οριστική ρωμαϊκή προσάρτηση.","A small Hellenistic kingdom combining Greek, Iranian and Armenian traditions. Its independence was interrupted in 17–38 CE before final Roman annexation.",,,,region-kommagene,mixed,high,medium,needs_review,machine_assisted_reviewed,1.0.0,archaios_ellinikos_kosmos_entities_v0_1.csv,2026-08-14,Codex-assisted normalization of user research
kingdom-cyrene-battiad,kingdom-cyrene-battiad,polity,kingdom,greek_colonial_monarchy,kingdom,Βασίλειο της Κυρήνης των Βαττιαδών,Battiad Kingdom of Cyrene,Κυρήνη,Ελληνική αποικιακή μοναρχία που ιδρύθηκε από Θηραίους και εξελίχθηκε σε σημαντικό κέντρο της Κυρηναϊκής μέχρι την κατάργηση της δυναστείας.,Greek colonial monarchy founded by Theraeans and developed into an important center of Cyrenaica until the abolition of the dynasty.,,,,region-kyrenaike,approximate,high,high,reviewed,machine_assisted_reviewed,1.0.0,archaios_ellinikos_kosmos_entities_v0_1.csv,2026-08-14,Codex-assisted normalization of user research
kingdom-cyrene-magas,kingdom-cyrene-magas,polity,kingdom,hellenistic_breakaway_kingdom,kingdom,Βασίλειο της Κυρήνης του Μάγα,Kingdom of Cyrene under Magas,Κυρήνη,"Ο Μάγας, αρχικά πτολεμαϊκός διοικητής, αναγνωρίστηκε ως βασιλιάς της Κυρήνης και διατήρησε ουσιαστική αυτονομία έως τον θάνατό του.","Magas, originally a Ptolemaic commander, was recognized as king of Cyrene and retained substantial autonomy until his death.",,,,region-kyrenaike,approximate,high,high,reviewed,machine_assisted_reviewed,1.0.0,archaios_ellinikos_kosmos_entities_v0_1.csv,2026-08-14,Codex-assisted normalization of user research
kingdom-epirus-aeacid,kingdom-epirus-aeacid,polity,kingdom,regional_dynastic_monarchy,kingdom,Βασίλειο της Ηπείρου των Αιακιδών,Aeacid Kingdom of Epirus,Μολοσσοί / Ἤπειρος,Η μολοσσική δυναστεία διαμόρφωσε ευρύτερο ηπειρωτικό βασίλειο και έφθασε σε μεγάλη ακμή με τον Πύρρο· η μοναρχία καταργήθηκε το 231 π.Χ.,The Molossian dynasty formed a wider continental kingdom and reached its height under Pyrrhus; the monarchy was abolished in 231 BC.,,,,region-epeiros,approximate,high,high,reviewed,machine_assisted_reviewed,1.0.0,archaios_ellinikos_kosmos_entities_v0_1.csv,2026-08-14,Codex-assisted normalization of user research
kingdom-greco-bactrian-diodotid,kingdom-greco-bactrian-diodotid,polity,dynastic_phase,greco_bactrian_dynastic_phase,kingdom,Ελληνοβακτριανό Βασίλειο — Διοδοτίδες,Greco-Bactrian Kingdom — Diodotid Phase,Βακτριανή,Ο σατράπης Διόδοτος αποσχίστηκε από τους Σελευκίδες στα μέσα του 3ου αιώνα π.Χ.· η ακριβής χρονολογία ανεξαρτησίας και διαδοχής προκύπτει κυρίως από νομίσματα.,The satrap Diodotus seceded from the Seleucids in the mid-3rd century BC; the exact date of independence and succession is derived mainly from coins.,,,,region-baktriane,approximate,high,high,reviewed,machine_assisted_reviewed,1.0.0,archaios_ellinikos_kosmos_entities_v0_1.csv,2026-08-14,Codex-assisted normalization of user research
kingdom-greco-bactrian-eucratid,kingdom-greco-bactrian-eucratid,polity,dynastic_phase,greco_bactrian_dynastic_phase,kingdom,Ελληνοβακτριανό Βασίλειο — Ευκρατίδες,Greco-Bactrian Kingdom — Eucratid Phase,Βακτριανή,Ο Ευκρατίδης Α΄ κατέλαβε τη Βακτριανή και επεκτάθηκε προς την Ινδία· μετά τον θάνατό του το κράτος συρρικνώθηκε και η ελληνική εξουσία βόρεια του Ινδοκούς έληξε περίπου το 130 π.Χ.,"Eucratides I seized Bactria and expanded toward India; after his death the state contracted, and Greek power north of the Hindu Kush ended around 130 BCE.",,,,region-baktriane,approximate,high,high,reviewed,machine_assisted_reviewed,1.0.0,archaios_ellinikos_kosmos_entities_v0_1.csv,2026-08-14,Codex-assisted normalization of user research
kingdom-greco-bactrian-euthydemid,kingdom-greco-bactrian-euthydemid,polity,dynastic_phase,greco_bactrian_dynastic_phase,kingdom,Ελληνοβακτριανό Βασίλειο — Ευθυδημίδες,Greco-Bactrian Kingdom — Euthydemid Phase,Βακτριανή,Ο Ευθύδημος κατέλαβε τη Βακτριανή και αναγνωρίστηκε από τον Αντίοχο Γ΄· από τον οίκο του συνδέεται η επέκταση νότια του Ινδοκούς.,Euthydemus seized Bactria and was recognized by Antiochus III; expansion south of the Hindu Kush is associated with his dynasty.,,,,region-baktriane,approximate,high,high,reviewed,machine_assisted_reviewed,1.0.0,archaios_ellinikos_kosmos_entities_v0_1.csv,2026-08-14,Codex-assisted normalization of user research
kingdom-indo-greek-early,kingdom-indo-greek-early,polity,dynastic_phase,indo_greek_dynastic_phase,kingdom,Πρώιμο Ινδοελληνικό Βασίλειο,Early Indo-Greek Kingdom,,Η ελληνική εξουσία πέρασε νότια του Ινδοκούς υπό τον Δημήτριο και συγγενείς ηγεμόνες. Η αλληλουχία και η έκταση ανασυντίθενται κυρίως από νομισματικά δεδομένα.,Greek power extended south of the Hindu Kush under Demetrius and related rulers. Its sequence and extent are reconstructed chiefly from numismatic evidence.,,,,region-gandara-kai-boreiodytike-india,disputed,high,medium,needs_review,machine_assisted_reviewed,1.0.0,archaios_ellinikos_kosmos_entities_v0_1.csv,2026-08-14,Codex-assisted normalization of user research
kingdom-indo-greek-late,kingdom-indo-greek-late,polity,aggregate_polities,aggregate_regional_monarchies,kingdom,Ύστερα Ινδοελληνικά Βασίλεια,Late Indo-Greek Kingdoms,,"Συμβατική συγκεντρωτική εγγραφή για πολλά παράλληλα και ανταγωνιστικά βασίλεια, γνωστά κυρίως από νομίσματα· δεν πρέπει να ερμηνευθεί ως ενιαίο κράτος.","Conventional collective record for several parallel and competing kingdoms, known mainly from coins; not to be interpreted as a single state.",,,,region-gandara-paropamisades-kai-pantzamp,disputed,high,medium,needs_review,machine_assisted_reviewed,1.0.0,archaios_ellinikos_kosmos_entities_v0_1.csv,2026-08-14,Codex-assisted normalization of user research
kingdom-indo-greek-menandrid,kingdom-indo-greek-menandrid,polity,dynastic_phase,indo_greek_dynastic_phase,kingdom,Ινδοελληνικό Βασίλειο του Μενάνδρου,Indo-Greek Kingdom — Menander Phase,,Ο Μένανδρος Α΄ ήταν ο σημαντικότερος ινδοέλληνας ηγεμόνας και είναι γνωστός από άφθονη δίγλωσση νομισματοκοπία και ινδική λογοτεχνική παράδοση.,Menander I was the most important Indo-Greek ruler and is known from abundant bilingual coinage and Indian literary tradition.,,,,region-gandara-kai-pantzamp,approximate,high,high,reviewed,machine_assisted_reviewed,1.0.0,archaios_ellinikos_kosmos_entities_v0_1.csv,2026-08-14,Codex-assisted normalization of user research
kingdom-iolcos-palatial,kingdom-iolcos-palatial,polity,palatial_state,mycenaean_palatial_polity,kingdom,Ανακτορικό κράτος της Ιωλκού,Iolcos Palatial State,Ἰωλκός,"Το ανάκτορο στο Διμήνι είναι το μοναδικό γνωστό μυκηναϊκό ανακτορικό κέντρο της Θεσσαλίας και συνδέεται πιθανώς, όχι απολύτως, με την Ιωλκό.","The palace at Dimini is the only known Mycenaean palatial centre in Thessaly and is probably, though not conclusively, associated with Iolcos.",,,,region-thessalia,broad_range,high,high,reviewed,machine_assisted_reviewed,1.0.0,archaios_ellinikos_kosmos_entities_v0_1.csv,2026-08-14,Codex-assisted normalization of user research
kingdom-knossos-mycenaean,kingdom-knossos-mycenaean,polity,palatial_state,mycenaean_palatial_polity,kingdom,Μυκηναϊκή ανακτορική φάση της Κνωσού,Mycenaean Knossos Palatial State,Κνωσός (Γραμμική Β: ko-no-so),Η χρήση της ελληνικής Γραμμικής Β δείχνει μυκηναϊκή διοίκηση στην Κνωσό μετά περίπου το 1450 π.Χ.· η τελική χρονολόγηση του αρχείου παραμένει συζητήσιμη.,The use of Greek Linear B indicates Mycenaean administration at Knossos after about 1450 BCE; the final dating of the archive remains disputed.,,,,region-krete,approximate,high,high,reviewed,machine_assisted_reviewed,1.0.0,archaios_ellinikos_kosmos_entities_v0_1.csv,2026-08-14,Codex-assisted normalization of user research
kingdom-lysimachid,kingdom-lysimachid,polity,kingdom,successor_kingdom,kingdom,Βασίλειο του Λυσιμάχου,Lysimachid Kingdom,Βασιλεία Λυσιμάχου,"Το βασίλειο του Διαδόχου Λυσιμάχου περιέλαβε τη Θράκη, τμήματα της Μικράς Ασίας και για λίγο τη Μακεδονία, πριν καταρρεύσει μετά το Κουροπέδιο.","The kingdom of the Successor Lysimachus included Thrace, parts of Asia Minor and briefly Macedonia before collapsing after the battle of Corupedium.",,,,region-thrake-kai-dytike-mikra-asia,exact,high,high,reviewed,machine_assisted_reviewed,1.0.0,archaios_ellinikos_kosmos_entities_v0_1.csv,2026-08-14,Codex-assisted normalization of user research
kingdom-macedon-antigonid,kingdom-macedon-antigonid,polity,kingdom,successor_kingdom,kingdom,Βασίλειο της Μακεδονίας των Αντιγονιδών,Antigonid Kingdom of Macedon,Μακεδονία,Σταθεροποιήθηκε με τον Αντίγονο Β΄ Γονατά και έληξε με την ήττα του Περσέα στην Πύδνα και την κατάλυση της μοναρχίας από τη Ρώμη.,It was stabilized with Antigonus II Gonatas and ended with the defeat of Perseus at Pydna and the overthrow of the monarchy by Rome.,,,,region-makedonia,approximate,high,high,reviewed,machine_assisted_reviewed,1.0.0,archaios_ellinikos_kosmos_entities_v0_1.csv,2026-08-14,Codex-assisted normalization of user research
kingdom-macedon-argead,kingdom-macedon-argead,polity,kingdom,archaic_classical_dynastic_monarchy,kingdom,Βασίλειο της Μακεδονίας των Αργεαδών,Argead Kingdom of Macedon,Μακεδονία / Μακεδόνων βασιλεία,"Η δυναστεία ενοποίησε σταδιακά τη Μακεδονία· οι Αιγές ήταν η πρώτη πρωτεύουσα και δυναστικό κέντρο, ενώ η αυλή μεταφέρθηκε αργότερα στην Πέλλα.","The dynasty gradually unified Macedonia; Aigai was its first capital and dynastic centre, while the court later moved to Pella.",,,,region-makedonia,approximate,high,high,reviewed,machine_assisted_reviewed,1.0.0,archaios_ellinikos_kosmos_entities_v0_1.csv,2026-08-14,Codex-assisted normalization of user research
kingdom-macedon-kassandrid,kingdom-macedon-kassandrid,polity,kingdom,successor_kingdom,kingdom,Βασίλειο της Μακεδονίας των Κασσανδριδών,Kassandrid Kingdom of Macedon,Μακεδονία,Ο Κάσσανδρος έλαβε τον βασιλικό τίτλο το 305 π.Χ.· η δυναστική φάση έληξε όταν ο Δημήτριος Πολιορκητής κατέλαβε τη Μακεδονία.,Cassander received the royal title in 305 BC; the dynastic phase ended when Demetrius Poliorketis conquered Macedonia.,,,,region-makedonia,exact,high,high,reviewed,machine_assisted_reviewed,1.0.0,archaios_ellinikos_kosmos_entities_v0_1.csv,2026-08-14,Codex-assisted normalization of user research
kingdom-mycenae-palatial,kingdom-mycenae-palatial,polity,palatial_state,mycenaean_palatial_polity,kingdom,Ανακτορικό κράτος των Μυκηνών,Mycenae Palatial State,Μυκῆναι,Κεντρικό ανακτορικό και διοικητικό κέντρο της Ύστερης Εποχής του Χαλκού. Ο όρος κράτος είναι αρχαιολογικό μοντέλο και όχι σωζόμενο επίσημο όνομα.,Central palatial and administrative center of the Late Bronze Age. The term state is an archaeological model and not a surviving official name.,,,,region-argolida,broad_range,high,high,reviewed,machine_assisted_reviewed,1.0.0,archaios_ellinikos_kosmos_entities_v0_1.csv,2026-08-14,Codex-assisted normalization of user research
kingdom-orchomenos-palatial,kingdom-orchomenos-palatial,polity,palatial_state,mycenaean_palatial_polity,kingdom,Ανακτορικό κράτος του Ορχομενού,Orchomenos Palatial State,Ὀρχομενός,Πλούσιο μυκηναϊκό κέντρο της Κωπαΐδας με ανάκτορο και μνημειακό θολωτό τάφο· η σχέση του με τα έργα αποξήρανσης και τη Θήβα είναι αντικείμενο έρευνας.,Rich Mycenaean center of Kopaida with a palace and monumental vaulted tomb; its relationship to the drainage works and Thebes is under investigation.,,,,region-boiotia,broad_range,high,high,reviewed,machine_assisted_reviewed,1.0.0,archaios_ellinikos_kosmos_entities_v0_1.csv,2026-08-14,Codex-assisted normalization of user research
kingdom-paphos-cyprus,kingdom-paphos-cyprus,polity,city_kingdom,cypriot_city_kingdom,kingdom,Πόλη-βασίλειο της Πάφου,City-Kingdom of Paphos,Πάφος,Αυτόνομο κυπριακό μικροκράτος με κέντρο την Παλαίπαφο και το ιερό της Αφροδίτης· η πρώιμη χρονολογία είναι συμβατική και αρχαιολογικά ευρεία.,Autonomous Cypriot microstate centered on Palaipafos and the sanctuary of Aphrodite; the early date is conventional and archaeologically broad.,,,,region-kypros,broad_range,high,high,reviewed,machine_assisted_reviewed,1.0.0,archaios_ellinikos_kosmos_entities_v0_1.csv,2026-08-14,Codex-assisted normalization of user research
kingdom-pontus-mithridatid,kingdom-pontus-mithridatid,polity,kingdom,hellenistic_dynastic_kingdom,kingdom,Βασίλειο του Πόντου,Kingdom of Pontus,Βασιλεία τοῦ Πόντου,"Ελληνοϊρανική μοναρχία της νότιας Μαύρης Θάλασσας, με ιδιαίτερη ακμή υπό τον Μιθριδάτη ΣΤ΄· η Σινώπη έγινε βασιλική πρωτεύουσα μετά την κατάκτησή της.","Greco-Iranian monarchy of the southern Black Sea, particularly flourishing under Mithridates VI; Sinope became the royal capital after its conquest.",,,,region-pontos,approximate,high,high,reviewed,machine_assisted_reviewed,1.0.0,archaios_ellinikos_kosmos_entities_v0_1.csv,2026-08-14,Codex-assisted normalization of user research
kingdom-ptolemaic-egypt,kingdom-ptolemaic-egypt,polity,kingdom,hellenistic_dynastic_kingdom,kingdom,Πτολεμαϊκό Βασίλειο της Αιγύπτου,Ptolemaic Kingdom of Egypt,Βασιλεία τῶν Πτολεμαίων,"Ελληνιστική μακεδονική δυναστεία που κυβέρνησε την Αίγυπτο ως φαραωνική και μεσογειακή μοναρχία, με πρωτεύουσα την Αλεξάνδρεια, έως την Κλεοπάτρα Ζ΄.","Hellenistic Macedonian dynasty that ruled Egypt as a pharaonic and Mediterranean monarchy, with Alexandria as its capital, until Cleopatra VII.",,,,region-aigyptos-kai-anatolike-mesogeios,exact,high,high,reviewed,machine_assisted_reviewed,1.0.0,archaios_ellinikos_kosmos_entities_v0_1.csv,2026-08-14,Codex-assisted normalization of user research
kingdom-pylos-palatial,kingdom-pylos-palatial,polity,palatial_state,mycenaean_palatial_polity,kingdom,Ανακτορικό κράτος της Πύλου,Pylos Palatial State,Πύλος,Το αρχείο της Γραμμικής Β τεκμηριώνει συγκεντρωτική ανακτορική διοίκηση στη δυτική Μεσσηνία πριν από την καταστροφή του ανακτόρου.,The Linear B archive documents centralized palatial administration in western Messenia before the palace was destroyed.,,,,region-messenia,broad_range,high,high,reviewed,machine_assisted_reviewed,1.0.0,archaios_ellinikos_kosmos_entities_v0_1.csv,2026-08-14,Codex-assisted normalization of user research
kingdom-salamis-cyprus,kingdom-salamis-cyprus,polity,city_kingdom,cypriot_city_kingdom,kingdom,Πόλη-βασίλειο της Σαλαμίνας Κύπρου,"City-Kingdom of Salamis, Cyprus",Σαλαμίς,Μία από τις ισχυρότερες κυπριακές πόλεις-βασίλεια. Η έναρξη είναι ευρεία αρχαιολογική προσέγγιση και η μοναρχία καταργήθηκε με την πτολεμαϊκή ενοποίηση της Κύπρου.,One of the strongest Cypriot city-kingdoms. The beginning is a broad archaeological approach and the monarchy was abolished with the Ptolemaic unification of Cyprus.,,,,region-kypros,broad_range,high,high,reviewed,machine_assisted_reviewed,1.0.0,archaios_ellinikos_kosmos_entities_v0_1.csv,2026-08-14,Codex-assisted normalization of user research
kingdom-seleucid,kingdom-seleucid,polity,kingdom,hellenistic_dynastic_kingdom,kingdom,Σελευκιδικό Βασίλειο,Seleucid Empire,Βασιλεία τῶν Σελευκιδῶν,"Το μεγαλύτερο ανατολικό κράτος των Διαδόχων, με δύο κύρια διοικητικά κέντρα, την Αντιόχεια και τη Σελεύκεια στον Τίγρη· η αρχή τοποθετείται στην ανάκτηση της Βαβυλώνας από τον Σέλευκο.","The largest eastern state of the Successors, with two main administrative centers, Antioch and Seleucia on the Tigris; the beginning is placed in the recovery of Babylon from Seleucus.",,,,region-syria-mesopotamia-kai-asia,approximate,high,high,reviewed,machine_assisted_reviewed,1.0.0,archaios_ellinikos_kosmos_entities_v0_1.csv,2026-08-14,Codex-assisted normalization of user research
kingdom-syracuse-agathocles,kingdom-syracuse-agathocles,polity,kingdom,sicilian_greek_kingship,kingdom,Βασίλειο των Συρακουσών του Αγαθοκλή,Kingdom of Syracuse under Agathocles,Συράκουσαι,"Ο Αγαθοκλής, ήδη τύραννος των Συρακουσών, υιοθέτησε τον βασιλικό τίτλο στο πλαίσιο των ελληνιστικών μοναρχιών και κυβέρνησε μεγάλο μέρος της ελληνικής Σικελίας.","Agathocles, already tyrant of Syracuse, adopted the royal title in the context of Hellenistic monarchies and ruled a large part of Greek Sicily.",,,,region-sikelia,exact,high,high,reviewed,machine_assisted_reviewed,1.0.0,archaios_ellinikos_kosmos_entities_v0_1.csv,2026-08-14,Codex-assisted normalization of user research
kingdom-syracuse-hieron-ii,kingdom-syracuse-hieron-ii,polity,kingdom,sicilian_greek_kingship,kingdom,Βασίλειο των Συρακουσών του Ιέρωνα Β΄,Kingdom of Syracuse under Hieron II,Συράκουσαι,Ο Ιέρων Β΄ εγκαθίδρυσε μακρόβια μοναρχία στις Συρακούσες και διατήρησε συμμαχία με τη Ρώμη· μετά τον θάνατό του ακολούθησε σύντομη κρίση και ρωμαϊκή κατάκτηση.,Hiero II established a long-lived monarchy in Syracuse and maintained an alliance with Rome; his death was followed by a brief crisis and Roman conquest.,,,,region-sikelia,approximate,high,high,reviewed,machine_assisted_reviewed,1.0.0,archaios_ellinikos_kosmos_entities_v0_1.csv,2026-08-14,Codex-assisted normalization of user research
kingdom-thebes-palatial,kingdom-thebes-palatial,polity,palatial_state,mycenaean_palatial_polity,kingdom,Ανακτορικό κράτος της Θήβας,Thebes Palatial State,Θῆβαι,"Το Καδμείο ήταν ανακτορικό, διοικητικό και εργαστηριακό κέντρο με πινακίδες Γραμμικής Β· η ακριβής επικράτειά του παραμένει υπό συζήτηση.","The Kadmeion was a palatial, administrative and workshop centre with Linear B tablets; the precise extent of its territory remains debated.",,,,region-boiotia,broad_range,high,high,reviewed,machine_assisted_reviewed,1.0.0,archaios_ellinikos_kosmos_entities_v0_1.csv,2026-08-14,Codex-assisted normalization of user research
kingdom-tiryns-palatial,kingdom-tiryns-palatial,polity,palatial_state,mycenaean_palatial_polity,kingdom,Ανακτορικό κράτος της Τίρυνθας,Tiryns Palatial State,Τίρυνς,"Ισχυρό οχυρωμένο ανακτορικό κέντρο της Αργολίδας, με ακμή κυρίως τον 14ο και 13ο αιώνα π.Χ. και συνέχιση κατοίκησης μετά την ανακτορική κατάρρευση.","Strong fortified palatial center of Argolis, with its heyday mainly in the 14th and 13th centuries BC. and continued habitation after the palatial collapse.",,,,region-argolida,broad_range,high,high,reviewed,machine_assisted_reviewed,1.0.0,archaios_ellinikos_kosmos_entities_v0_1.csv,2026-08-14,Codex-assisted normalization of user research
sanctuary-aegina-aphaia-sanctuary,sanctuary-aegina-aphaia-sanctuary,sanctuary,cult_place,rural,sanctuary,Ιερό της Αφαίας στην Αίγινα,Sanctuary of Aphaia on Aegina,Ἀφαίας ἱερόν,Κορυφαίο ιερό τοπικής θεότητας με μυκηναϊκές απαρχές και καλοδιατηρημένο δωρικό ναό των αρχών του 5ου αιώνα π.Χ.,A leading sanctuary of a local deity with Mycenaean beginnings and a well-preserved Doric temple from the early 5th century BC.,,rural,,region-aigina,approximate,high,high,reviewed,machine_assisted_reviewed,1.0.0,archaios_ellinikos_kosmos_entities_v0_1.csv,2026-08-14,Codex-assisted normalization of user research
